v110	v90	v70	v50	v20
53.77	-9.59	3.89	-48.17	1.59
54.37	-10.27	5.00	-43.56	0.91
54.53	-6.79	8.08	-43.46	0.89
55.31	-2.08	10.54	-37.12	1.33
60.13	2.65	10.06	-33.59	1.28
64.07	2.66	8.60	-26.56	0.83
68.45	4.27	4.24	-21.49	1.21
71.30	2.73	2.50	-13.38	1.27
72.85	0.54	2.43	-10.05	0.56
64.93	2.87	8.97	-4.96	1.45
61.61	5.37	2.87	1.37	1.15
61.11	5.47	2.04	2.61	0.95
64.34	9.85	2.67	4.82	1.03
71.60	14.66	3.86	7.66	1.01
76.14	15.87	5.29	14.37	1.21
67.88	16.41	7.41	21.83	1.08
71.41	15.87	7.05	28.13	1.18
71.28	14.22	2.01	30.98	0.67
69.08	14.78	1.49	29.08	0.76
89.01	16.20	4.01	28.91	0.55
69.34	20.57	4.09	37.32	0.76
56.81	22.53	3.70	39.13	0.97
63.69	21.14	2.52	43.30	1.12
93.14	20.45	2.38	49.75	0.43
67.27	20.68	-0.09	51.97	0.85
58.61	18.29	1.09	56.04	0.89
57.56	19.70	2.20	56.87	1.01
64.75	22.99	1.31	54.30	0.44
71.21	25.66	2.08	57.15	0.78
58.70	28.14	5.36	62.72	0.62
51.28	24.72	2.31	64.64	0.68
53.20	22.09	-1.26	61.36	0.81
52.12	20.15	-1.85	63.35	0.54
58.64	20.27	-0.68	63.99	0.89
53.55	21.09	-0.91	66.82	0.83
45.14	21.47	0.96	67.70	0.69
52.26	23.81	0.96	69.66	0.92
47.69	23.30	2.93	68.88	0.56
83.81	22.10	-0.49	64.16	1.17
35.05	21.06	-2.01	60.08	0.82
55.81	23.61	-2.01	61.84	0.82
49.25	23.33	-1.56	64.85	0.83
43.62	21.46	-0.34	65.46	0.86
80.59	20.56	3.38	62.26	1.08
29.93	19.45	3.81	60.69	1.02
76.84	17.22	2.27	59.78	1.07
43.81	13.21	0.05	57.09	0.86
77.70	14.91	-2.32	52.85	0.68
52.86	17.54	-2.53	51.53	0.86
74.93	18.39	-1.13	48.32	0.91
35.07	13.18	3.20	48.97	0.91
73.87	9.78	4.57	49.44	0.83
0.00	10.20	0.42	45.81	1.30
-105.72	6.28	-3.49	42.65	0.91
-286.40	8.56	-5.78	36.99	1.13
-415.79	5.12	-5.93	33.57	1.03
-279.51	3.21	-2.81	31.05	1.22
-91.81	2.76	1.10	25.54	1.11
-23.90	5.03	2.08	23.25	1.15
-66.88	6.12	2.87	23.45	1.05
-178.60	7.28	0.76	21.35	0.90
-270.75	4.99	-2.49	17.51	1.18
-290.34	-0.67	-0.93	15.54	1.06
-237.69	-6.17	-0.39	13.81	1.32
-194.96	-9.68	-1.52	12.94	0.90
-206.89	-7.16	2.05	9.60	1.13
-224.93	-3.34	4.35	7.31	1.25
-244.61	-2.34	3.09	6.70	0.87
-253.76	-3.22	0.53	5.09	1.18
-253.10	-4.51	1.72	4.44	1.17
-238.09	-9.02	-2.35	4.27	1.22
-229.60	-12.92	0.03	3.81	1.32
-235.12	-15.72	0.02	1.39	1.21
-238.73	-13.22	0.43	-0.19	1.07
-239.67	-11.64	3.62	-1.29	1.29
-237.80	-11.61	6.34	-1.47	1.30
-231.69	-13.02	6.24	-2.39	1.21
-233.39	-13.84	1.19	-4.54	1.15
-225.95	-15.93	1.65	-7.48	1.18
-215.80	-17.12	1.04	-7.04	1.18
-210.92	-16.92	2.64	-6.43	1.31
-210.80	-17.82	4.36	-6.72	1.35
-196.63	-18.29	5.09	-8.67	1.02
-186.22	-15.34	1.22	-9.49	1.14
-184.42	-13.34	2.19	-9.95	1.15
-180.76	-11.21	5.30	-11.21	1.19
-166.66	-12.78	6.91	-11.47	1.24
-151.99	-12.17	8.74	-11.95	1.23
-144.57	-16.42	7.20	-13.39	1.23
-133.96	-17.03	6.65	-15.84	1.18
-119.36	-15.07	7.03	-16.96	1.12
-103.67	-14.88	9.91	-14.58	1.11
-97.35	-15.29	10.50	-13.83	1.15
-83.25	-16.06	7.07	-15.10	1.15
-72.01	-16.91	5.13	-15.72	1.26
-62.89	-15.02	7.79	-16.85	1.21
-47.65	-13.66	8.75	-16.53	1.22
-35.56	-14.02	10.44	-15.38	1.00
-20.67	-14.49	13.19	-13.38	1.04
-7.04	-14.88	14.46	-13.57	1.08
8.55	-15.61	13.05	-14.43	1.18
23.04	-16.36	10.96	-14.18	1.14
32.21	-17.27	8.99	-14.63	0.97
43.88	-16.94	9.54	-14.49	1.10
55.10	-13.21	10.83	-13.40	1.09
68.28	-13.75	9.65	-11.94	1.03
75.76	-16.76	9.29	-11.63	0.97
86.86	-19.83	9.15	-9.77	1.07
93.55	-19.38	11.09	-10.08	1.04
105.45	-15.10	13.63	-10.18	1.11
113.53	-11.60	13.50	-9.56	1.06
122.09	-9.17	11.04	-7.99	1.10
132.85	-11.15	9.49	-6.81	1.01
141.05	-14.59	9.20	-5.72	1.05
152.47	-15.60	11.31	-5.30	1.07
157.77	-15.27	11.71	-4.09	1.07
161.15	-11.57	10.21	-4.31	1.15
162.27	-10.37	9.30	-3.39	1.28
164.70	-12.06	10.74	-2.64	1.32
168.81	-11.74	12.32	-1.74	1.19
172.86	-12.39	12.09	0.20	1.04
173.19	-13.37	11.06	1.19	1.00
173.71	-11.25	10.86	1.81	1.02
173.92	-8.70	9.86	3.35	1.13
174.14	-7.54	5.27	5.41	1.18
174.30	-11.07	4.20	6.01	1.19
174.76	-14.19	4.24	5.79	1.15
175.17	-13.75	4.74	5.97	1.05
175.39	-10.51	4.92	7.53	1.06
175.35	-10.84	5.16	7.88	1.00
125.71	-12.04	4.43	8.26	1.08
125.59	-12.55	4.96	8.32	0.99
125.72	-11.47	5.45	8.08	1.01
125.50	-9.05	5.78	9.30	1.07
125.27	-6.89	6.81	10.84	1.06
124.87	-9.70	6.89	12.03	0.96
124.24	-13.46	6.80	12.93	0.96
123.67	-15.81	6.25	13.54	1.13
123.00	-13.94	6.14	13.93	1.03
122.18	-11.20	7.41	13.39	1.04
121.63	-9.46	7.87	13.48	1.15
121.16	-13.08	5.68	14.21	1.17
120.30	-17.67	6.30	15.41	1.22
119.60	-21.51	6.85	17.51	1.18
118.84	-17.42	7.51	17.40	1.04
117.87	-11.63	7.26	17.07	1.06
116.84	-8.97	7.37	16.78	1.06
115.57	-11.97	8.37	15.52	1.13
114.47	-11.45	8.85	14.35	1.22
113.69	-5.61	8.99	15.48	1.18
112.34	-3.72	8.90	16.32	1.30
111.04	-2.47	9.00	15.60	1.23
110.15	-1.88	8.58	14.96	1.27
84.98	-3.20	8.57	14.36	1.17
15.59	-5.26	8.47	15.09	1.18
-1.57	-6.89	9.98	14.54	1.20
33.11	-6.95	11.83	10.40	1.25
70.80	-7.91	12.34	2.36	1.33
86.17	-7.21	10.52	1.68	1.43
79.44	-5.63	9.45	1.62	1.45
51.31	-7.06	9.79	2.15	1.34
21.16	-7.72	10.54	2.59	1.30
8.33	-5.28	11.93	2.15	1.29
8.07	-7.15	12.56	2.39	1.25
17.70	-7.24	11.91	1.95	1.37
22.17	-8.23	12.60	1.62	1.20
15.44	-7.92	14.79	2.07	1.31
6.36	-6.30	14.05	2.43	1.15
-4.99	-8.26	14.43	2.74	1.32
-12.22	-9.34	15.29	3.19	1.54
-17.33	-9.99	15.88	2.57	1.56
-16.01	-8.13	18.65	2.15	1.46
-14.81	-7.56	22.54	2.03	1.57
-16.47	-8.74	22.80	3.42	1.52
-21.66	-9.52	24.67	3.46	1.57
-30.53	-11.09	23.66	2.76	1.32
-35.19	-15.07	22.24	2.79	1.27
-42.65	-15.95	22.13	2.72	1.29
-45.22	-17.28	26.64	2.88	1.28
-46.09	-17.38	29.35	2.46	1.30
-51.29	-15.72	29.16	3.18	1.37
-55.14	-19.12	28.64	4.19	1.22
-50.90	-19.63	28.97	3.87	1.25
-49.37	-25.54	30.72	4.01	1.27
-53.15	-23.18	29.33	3.08	1.23
-65.07	-20.98	27.49	3.49	1.14
-64.49	-18.71	30.96	3.93	1.29
-62.33	-21.50	33.45	3.98	1.20
-60.99	-22.98	35.36	4.17	1.31
-60.50	-25.33	34.74	4.09	1.36
-56.92	-25.33	33.82	3.79	1.30
-57.97	-23.87	32.28	4.51	1.28
-58.89	-21.99	33.97	3.69	1.35
-56.56	-22.38	35.50	4.22	1.23
-58.48	-26.45	37.69	3.96	1.41
-55.28	-24.22	34.46	4.58	1.21
-56.56	-23.56	35.18	4.32	0.91
-57.88	-25.50	34.71	4.58	0.96
-53.67	-22.95	34.48	3.39	1.22
-48.73	-19.54	34.47	3.10	1.03
-44.04	-24.02	32.93	3.05	1.22
-39.21	-25.55	33.44	3.49	1.13
-37.28	-24.23	36.28	3.30	1.17
-41.21	-24.67	33.31	3.48	1.00
-39.21	-22.82	34.14	4.11	0.98
-34.89	-19.43	33.73	3.33	0.83
-30.05	-20.66	34.41	2.87	0.90
-29.54	-21.85	34.39	3.03	0.93
-30.78	-18.77	31.08	2.90	0.96
-34.01	-16.41	29.04	3.02	1.10
-36.71	-17.23	31.18	3.96	1.02
-30.93	-17.01	33.79	3.75	0.76
-18.71	-20.49	33.61	2.57	0.68
-8.89	-18.33	31.09	2.26	0.90
-2.30	-13.13	26.32	2.35	1.04
-1.93	-13.43	22.86	2.29	0.86
-5.41	-10.22	24.04	2.38	0.97
-10.95	-8.20	26.54	2.70	0.47
-10.50	-11.21	29.72	2.95	0.71
-2.11	-12.35	28.75	2.52	0.69
4.29	-13.13	22.42	2.99	0.97
6.54	-11.22	21.79	2.50	0.57
5.70	-5.07	22.00	3.41	0.81
0.09	-3.85	25.91	2.32	0.63
-4.59	-3.44	28.49	2.18	0.72
-2.72	-2.30	21.20	1.32	0.71
1.55	1.02	20.30	0.46	0.55
4.54	-2.02	18.88	0.99	0.54
3.28	-6.09	15.60	2.49	0.75
3.35	-2.63	17.52	2.67	0.47
4.70	3.13	19.26	2.59	0.37
1.95	0.21	21.73	2.07	0.65
0.89	-2.53	25.11	2.08	0.50
7.01	-1.55	17.96	2.63	0.49
12.81	2.29	13.89	1.65	0.12
18.22	0.48	10.62	0.51	0.63
13.90	1.93	14.89	1.13	0.46
10.21	2.11	16.90	2.47	0.13
8.30	5.16	26.48	2.18	0.85
8.64	7.68	17.27	1.44	0.26
7.90	10.25	13.05	1.14	0.43
8.16	3.29	14.00	1.75	0.39
11.46	5.75	15.93	2.31	0.51
14.50	6.08	11.83	1.40	0.49
13.74	9.39	10.88	1.01	0.42
9.68	15.07	16.72	0.85	0.42
7.74	13.94	17.36	1.89	0.33
7.20	10.73	15.66	2.14	0.49
8.17	5.51	22.99	2.52	0.00
8.73	8.82	18.93	2.16	0.63
9.72	9.80	14.04	1.51	0.49
11.27	11.12	8.87	0.29	0.26
12.96	14.19	3.58	0.88	0.22
10.08	19.39	8.54	0.59	-0.04
4.82	18.56	12.30	1.39	0.33
-2.10	12.59	18.64	1.85	0.69
-5.94	7.25	29.36	1.45	-0.19
-3.37	6.06	24.00	1.29	0.08
0.53	9.71	21.65	1.03	1.11
-0.77	16.54	19.05	0.78	0.35
-5.98	14.56	-43.12	0.33	0.12
-9.93	14.12	-125.39	1.96	0.29
-10.73	9.95	-176.05	1.96	0.47
-7.84	13.82	-176.67	1.44	0.31
-3.91	14.50	-160.25	0.70	0.15
-6.43	10.65	-108.82	0.17	0.06
-11.98	7.69	-75.54	-0.25	0.23
-12.01	8.89	-78.24	0.32	0.28
-11.21	10.19	-118.35	0.84	0.41
-13.39	14.05	-151.25	1.38	0.05
-15.58	15.47	-165.95	0.27	0.41
-19.15	10.13	-156.30	0.86	0.34
-21.60	6.56	-150.08	0.15	0.29
-20.15	8.85	-140.76	0.36	0.05
-19.80	7.83	-155.58	0.02	-0.02
-20.78	4.23	-165.02	-0.36	0.20
-22.50	3.72	-169.53	-0.26	0.27
-25.35	2.30	-162.15	0.12	0.21
-32.58	6.65	-149.82	0.24	0.40
-36.84	4.95	-140.08	1.83	0.39
-33.56	2.03	-131.81	1.34	0.17
-30.38	1.36	-135.41	-0.92	0.10
-29.29	-1.85	-141.94	-0.18	0.61
-30.38	-6.04	-150.05	-1.35	0.17
-32.46	-5.99	-143.73	1.65	-0.02
-34.56	-1.78	-135.35	4.61	0.70
-36.75	4.97	-129.96	4.31	0.09
-34.32	5.17	-132.42	2.07	0.25
-28.06	3.30	-130.86	1.37	0.40
-22.40	-2.40	-132.15	0.47	0.62
-21.19	-7.93	-129.24	3.00	0.01
-20.55	-6.50	-124.11	4.84	0.39
-20.48	-2.09	-107.34	5.08	0.19
-18.55	-0.12	-98.68	4.40	0.60
-19.52	-2.64	-91.91	1.91	0.35
-22.44	0.84	-87.07	3.38	0.88
-24.13	4.09	-90.16	3.40	-0.08
-25.00	1.89	-81.99	4.13	0.27
-25.26	-4.29	-76.21	6.51	0.40
-30.70	-5.64	-68.72	7.84	0.52
-33.57	-1.73	-65.77	8.32	0.60
-33.28	6.45	-58.72	8.42	0.40
-31.01	7.26	-54.52	7.82	0.37
-32.66	5.31	-44.83	6.09	0.79
-35.25	2.00	-33.26	5.03	0.20
-36.27	-0.73	-27.16	5.06	0.45
-36.92	4.96	-20.05	5.14	0.43
-39.95	9.16	-16.21	5.75	0.61
-43.89	11.80	-6.60	6.98	0.45
-48.16	12.51	-1.47	7.10	0.44
-45.62	6.61	2.16	7.26	0.47
-39.34	7.97	10.35	5.12	0.30
-37.71	12.52	18.18	5.67	0.80
-39.43	16.18	20.22	7.71	0.32
-43.64	19.20	31.40	6.35	0.60
-46.50	19.99	36.59	5.23	0.23
-44.19	19.63	41.01	6.50	0.81
-41.20	17.08	47.99	7.66	0.44
-35.20	18.38	55.29	6.77	1.12
-35.29	20.56	64.17	7.58	0.29
-44.89	20.98	68.57	6.43	1.17
-46.27	21.24	71.76	6.28	0.39
-47.49	21.12	75.48	4.46	0.55
-44.08	25.57	74.37	5.16	0.41
-40.01	28.19	75.54	6.46	0.69
-31.28	27.07	84.24	7.98	0.60
-30.97	28.34	92.32	6.54	0.47
-28.64	31.43	96.74	4.76	0.82
-31.85	33.12	93.41	4.70	0.53
-36.75	32.28	91.58	2.60	0.62
-38.21	31.29	91.62	3.13	0.41
-35.70	31.53	92.48	3.04	0.42
-31.51	28.96	97.29	4.45	0.40
-28.11	30.25	99.43	5.58	0.25
-35.58	32.76	100.73	4.73	0.45
-35.96	33.12	102.61	2.67	0.38
-33.25	12.43	102.20	0.98	0.32
-20.10	12.13	98.79	0.26	0.29
-14.06	13.23	97.54	1.66	0.75
-16.26	14.10	97.22	3.41	0.60
-24.65	13.04	97.27	3.07	0.25
-26.66	11.89	95.09	1.70	0.48
-20.78	11.24	92.34	0.99	0.16
-20.36	10.86	88.46	-0.05	0.31
-16.66	11.10	82.86	1.34	0.35
-13.25	11.75	77.21	0.30	0.06
-4.34	10.93	71.02	1.76	0.31
-8.83	10.63	63.61	2.16	0.20
-17.08	11.15	60.28	3.41	0.01
-18.30	11.49	56.12	2.90	-0.24
-13.42	10.52	48.82	0.35	0.13
-3.63	9.57	43.89	-0.50	0.41
-2.03	9.20	41.49	-1.55	0.21
2.40	10.54	38.42	-0.11	0.83
1.37	12.46	36.88	-0.42	-0.20
3.52	15.25	35.42	-0.46	-0.23
-3.33	15.88	33.38	-1.12	-0.12
-7.58	18.84	29.62	-0.51	0.22
-5.30	17.36	27.10	-0.88	0.21
-5.84	16.20	23.29	-1.42	0.14
-3.39	18.11	20.75	-1.75	-0.18
0.98	21.44	20.88	-1.81	0.07
2.68	22.70	18.44	-0.80	-0.39
4.39	25.64	14.74	-1.30	0.15
2.95	27.39	15.25	-0.12	0.17
2.86	30.89	13.27	-2.86	0.26
-0.09	32.66	10.98	-2.45	-0.09
-0.21	31.82	8.09	-0.56	-0.39
4.39	31.35	5.66	1.76	-0.24
4.29	34.88	1.76	1.82	-0.05
1.95	39.15	-1.16	-0.38	-0.04
3.12	36.85	-1.62	-1.84	0.11
4.06	37.36	-0.43	-2.30	-0.21
2.66	39.60	-0.88	-2.76	-0.06
2.42	42.04	0.30	-0.90	-0.33
4.00	42.80	0.87	-0.59	-0.26
8.84	47.19	0.07	0.93	-0.23
12.55	46.93	-0.78	-2.19	0.39
2.05	44.13	-1.64	-3.47	-0.30
-2.01	40.88	-1.47	-1.21	0.08
0.98	41.13	1.89	-1.20	-0.28
1.70	44.64	3.21	-1.19	0.03
7.11	50.71	3.37	0.55	-0.33
7.25	53.57	3.67	0.91	-0.24
1.30	56.12	2.93	-1.02	-0.51
3.29	49.90	2.20	-2.08	0.15
-1.50	45.00	1.24	-1.80	-0.39
-2.05	45.28	0.95	-1.66	0.04
-0.56	50.04	1.17	-2.69	-0.41
0.89	52.21	1.58	-1.86	-0.11
1.22	53.78	1.28	-3.72	-0.13
5.56	49.31	1.18	-3.77	-0.36
6.55	46.79	0.54	-3.67	-0.10
6.15	52.45	-1.55	-2.63	-0.02
1.03	51.21	-3.23	-2.87	-0.15
1.18	50.11	-2.57	-1.77	0.02
-2.50	46.11	-2.11	-1.47	-0.26
0.79	47.04	-1.92	-4.65	-0.14
4.64	51.84	-1.92	-4.24	-0.36
3.55	46.58	-2.60	-2.79	-0.64
6.92	44.56	-3.26	-5.20	-0.50
5.72	47.04	-3.49	-5.30	-0.56
4.95	54.10	-3.03	-5.50	-0.29
0.52	53.01	-2.55	-4.99	-0.43
1.06	50.04	-3.30	-5.07	-0.53
2.29	52.93	-3.98	-4.72	-0.28
16.86	49.48	-4.42	-5.67	-0.48
20.47	48.97	-4.99	-6.37	-0.69
11.45	54.43	-5.30	-6.34	-0.21
2.42	54.37	-5.18	-6.15	-0.42
1.61	46.90	-4.34	-7.88	-0.50
5.45	49.38	-4.80	-7.61	-0.20
12.24	43.70	-5.17	-7.37	-0.43
19.60	49.26	-6.07	-5.29	-0.36
20.22	53.49	-5.81	-3.75	-0.35
20.33	53.31	-5.61	-4.00	-0.51
15.45	50.93	-5.42	-5.08	-0.31
12.04	43.89	-5.99	-5.84	-0.38
15.53	44.48	-6.90	-7.79	-0.49
14.56	57.01	-6.53	-9.42	-0.56
15.50	43.85	-6.65	-7.84	-0.23
22.24	43.94	-7.44	-5.67	-0.64
25.31	53.29	-8.06	-5.49	-0.29
23.00	44.45	-7.06	-6.97	-0.17
20.51	46.01	-6.47	-7.71	-0.18
17.47	-15.89	-5.53	-6.96	-0.25
23.24	-152.95	-4.31	-6.62	-0.51
32.70	-282.84	-4.83	-6.38	-0.29
38.06	-311.48	-4.13	-6.66	-0.15
39.39	-193.93	-3.62	-6.34	-0.79
34.81	-67.18	-4.38	-6.02	0.01
25.87	-32.54	-3.90	-5.19	0.78
24.55	-81.14	-3.28	-5.34	-0.18
33.22	-167.39	-2.22	-5.57	-0.43
42.06	-232.21	-1.95	-5.13	-0.26
39.34	-243.52	-0.98	-5.14	-0.14
31.32	-194.49	2.21	-4.74	0.07
25.40	-176.81	2.80	-4.74	0.14
27.82	-168.97	4.12	-3.71	-0.23
34.67	-198.79	6.25	-5.15	0.08
42.85	-214.88	6.97	-5.38	-0.47
46.43	-204.61	8.34	-4.72	-0.11
44.85	-194.19	8.97	-3.77	0.22
43.62	-191.92	11.23	-3.70	0.15
39.50	-185.07	11.42	-3.20	-0.15
36.53	-180.44	13.56	-2.62	-0.45
37.72	-184.16	16.66	-1.44	0.02
40.73	-187.22	17.05	-0.85	-0.02
40.07	-187.37	18.03	-1.71	0.04
19.92	-196.57	15.93	-2.56	-0.07
18.70	-196.99	16.12	-2.57	-0.29
15.85	-182.23	17.34	-2.52	0.47
13.87	-169.48	17.61	-2.62	0.02
13.80	-168.75	18.68	-2.28	-0.02
16.51	-162.43	19.26	-1.71	-0.22
19.82	-156.66	20.42	-1.02	-0.09
21.17	-151.19	22.72	-0.79	0.57
20.11	-146.28	25.65	-0.50	0.15
19.34	-145.34	25.92	-1.08	0.31
20.31	-132.41	25.07	-1.34	-0.24
22.25	-125.37	20.98	-0.67	0.09
23.56	-118.84	19.88	-0.23	-0.35
23.42	-111.06	19.63	-0.78	-0.34
22.62	-101.96	22.16	-1.38	0.05
22.08	-94.84	23.28	-1.73	0.71
22.11	-87.05	22.79	-2.03	-0.05
24.06	-74.01	21.56	-1.85	0.05
28.01	-62.49	20.66	-1.77	0.16
31.31	-51.46	23.52	-2.12	0.39
29.40	-41.08	23.86	-2.25	0.41
27.49	-40.89	24.78	-3.25	0.50
28.48	-28.01	22.17	-3.85	-0.10
29.87	-14.10	20.25	-4.19	0.50
31.60	-5.29	18.93	-3.99	-0.22
35.07	-2.12	18.90	-2.90	0.24
38.23	8.84	19.57	-2.52	0.17
39.70	16.11	20.67	-2.55	0.02
39.97	29.45	18.97	-2.30	-0.21
43.03	42.66	19.69	-2.16	0.41
43.32	49.04	17.37	-1.71	0.49
43.97	53.43	14.88	-1.47	0.39
45.27	61.20	11.71	-2.32	0.80
47.94	64.36	11.92	-4.07	-0.63
46.82	74.47	14.59	-5.14	0.73
49.38	83.23	15.97	-4.52	0.54
52.37	93.94	15.63	-3.26	0.81
55.14	100.70	13.45	-1.95	0.04
56.30	104.57	10.11	-1.73	0.15
53.60	109.87	7.96	-2.44	0.55
56.05	112.87	8.25	-3.01	0.66
55.76	115.29	7.96	-2.92	0.46
59.81	120.69	6.88	-3.28	1.69
60.76	127.80	5.60	-4.45	1.38
62.00	129.90	3.23	-4.60	1.61
63.01	130.59	3.63	-4.70	1.08
66.20	135.36	4.66	-5.08	0.47
67.44	140.35	7.62	-5.52	-0.01
65.91	143.83	5.76	-5.32	1.90
60.07	145.32	1.75	-5.87	1.08
58.20	146.49	-0.32	-6.18	1.80
65.71	145.66	1.48	-6.12	1.63
70.67	142.83	1.18	-5.45	2.15
70.84	140.41	-0.80	-5.72	2.26
73.84	138.89	-2.61	-6.03	3.74
63.90	136.38	-3.17	-5.75	3.08
65.08	132.02	-1.73	-5.83	2.92
61.40	126.11	-2.18	-5.67	3.78
70.43	118.17	-3.45	-6.68	3.34
76.15	110.77	-2.97	-8.29	3.32
74.47	105.47	-2.48	-9.17	3.45
69.94	100.37	-5.38	-9.10	2.91
64.53	95.51	-7.28	-8.60	3.02
63.51	92.15	-8.77	-7.48	3.32
63.17	90.12	-7.47	-8.05	4.40
106.83	90.16	-5.39	-7.08	4.03
104.32	86.17	-4.25	-8.36	3.93
45.12	81.29	-6.64	-9.44	4.96
52.06	76.72	-7.25	-9.68	5.51
103.64	72.08	-7.98	-10.62	4.93
61.17	69.57	-8.17	-9.77	3.43
57.66	67.99	-8.19	-9.10	2.18
77.85	64.96	-9.94	-8.98	3.37
68.44	61.64	-9.28	-9.07	4.23
50.14	60.00	-6.90	-9.96	4.65
41.97	57.50	-5.87	-10.04	4.29
41.47	49.39	-7.24	-8.70	3.45
58.87	42.09	-10.28	-8.80	3.90
-16.03	39.68	-12.09	-10.26	3.26
-201.87	40.00	-13.92	-9.64	3.29
-394.73	39.98	-10.88	-10.80	4.64
-383.75	35.69	-8.52	-10.52	4.14
-168.41	29.85	-8.79	-11.18	3.98
-21.46	24.37	-9.59	-10.86	3.48
-25.70	21.70	-8.79	-10.05	3.53
-109.73	21.19	-7.33	-10.22	2.21
-227.12	17.91	-6.80	-10.76	2.83
-297.03	16.32	-8.94	-12.41	3.06
-277.30	14.52	-8.24	-12.26	2.88
-236.07	8.20	-8.86	-12.72	2.49
-196.39	2.69	-8.47	-11.76	3.31
-217.33	-1.80	-8.17	-12.73	3.42
-217.89	-4.32	-7.56	-12.99	2.73
-226.21	-6.15	-5.56	-11.46	2.01
-240.23	-7.69	-4.98	-11.39	2.20
-235.43	-9.92	-4.37	-10.23	1.91
-227.62	-13.75	-6.20	-10.51	1.99
-232.70	-17.39	-9.71	-8.95	1.69
-230.41	-19.87	-7.11	-10.73	1.59
-225.88	-17.49	-4.27	-13.14	2.31
-220.23	-19.75	-3.99	-13.55	1.50
-230.72	-20.50	-3.89	-10.19	0.46
-236.32	-25.78	-4.18	-8.54	1.05
-222.76	-32.50	-4.89	-8.50	0.55
-210.81	-35.65	-4.89	-8.65	0.59
-206.05	-33.43	-3.11	-9.77	-0.40
-197.94	-33.70	-1.57	-9.22	-0.21
-205.18	-31.11	1.14	-8.83	-1.17
-201.47	-29.70	0.69	-8.46	0.89
-195.13	-33.27	-0.99	-9.83	0.32
-176.31	-33.64	-2.91	-12.43	0.29
-158.61	-35.61	-4.55	-12.82	0.03
-145.62	-37.56	-3.07	-9.70	-0.87
-138.72	-39.46	-0.55	-8.23	-1.81
-141.42	-36.74	0.37	-7.16	-1.69
-129.92	-31.50	0.72	-5.21	-1.83
-116.58	-31.67	0.18	-5.84	-1.16
-100.45	-31.33	0.89	-8.24	-0.02
-91.01	-28.28	0.57	-7.34	-0.42
-85.08	-25.92	1.32	-6.53	-1.77
-71.73	-26.35	0.25	-6.21	-1.18
-62.62	-26.47	-0.97	-6.01	-0.72
-45.26	-26.70	-1.09	-4.15	-2.35
-28.46	-24.21	-0.26	-5.12	-2.28
-17.18	-25.67	-1.06	-3.32	-1.90
-6.87	-25.13	-2.18	-3.27	-2.17
5.01	-23.86	-2.64	-4.73	-2.94
16.47	-22.83	-2.25	-6.43	-2.06
26.13	-17.76	-1.56	-6.20	-0.79
34.09	-15.86	-0.21	-4.49	-2.14
49.43	-10.16	0.75	-3.06	-2.84
60.06	-5.47	0.40	-3.33	-1.94
69.70	-5.44	-1.52	-2.53	-1.90
77.40	-4.23	-2.42	-4.08	-2.52
85.46	-7.10	-2.11	-4.44	-2.14
103.05	-10.45	-0.69	-4.81	-1.68
111.18	-7.93	1.85	-2.13	-1.28
116.68	-0.58	1.08	-1.06	-1.17
120.86	6.10	-0.57	-1.01	-1.34
128.84	9.83	-2.99	-0.90	-1.81
138.48	8.97	-4.02	-0.73	-2.07
147.25	5.95	-4.47	-2.91	-1.79
152.72	3.27	-2.39	-1.53	-2.46
158.60	4.23	-1.10	-1.88	-2.19
164.47	5.46	-1.96	1.11	-1.52
167.53	9.46	-2.03	0.75	-0.44
169.39	17.92	-0.70	0.83	-0.38
171.84	21.59	-1.76	1.32	-0.75
176.26	20.15	-3.17	-0.79	-1.06
181.11	19.66	-3.07	-0.96	-1.06
187.12	20.46	-3.25	-1.57	-1.74
190.20	25.71	-2.93	4.11	-0.86
189.89	26.02	-2.44	4.50	-0.49
185.35	23.41	-3.32	4.32	-1.69
179.68	22.95	-5.59	1.49	-0.83
171.39	22.90	-5.60	0.68	-0.01
162.96	26.16	-6.30	2.43	-0.42
157.03	24.75	-4.92	1.38	-0.74
151.37	29.76	-2.03	1.17	-1.34
144.95	26.87	-0.84	4.31	0.03
137.41	28.74	-2.42	4.32	0.11
129.71	27.56	-4.09	5.11	-0.48
124.06	28.01	-8.56	1.56	-0.53
119.74	28.55	-10.67	-0.32	-0.46
118.57	31.24	-9.02	1.18	0.02
119.16	31.10	-5.94	2.66	0.12
115.91	31.88	-4.12	4.96	0.36
110.84	30.21	-5.11	2.37	0.61
104.89	32.18	-7.00	2.95	-0.84
99.17	29.71	-6.95	4.00	-1.25
93.50	28.19	-7.16	5.02	0.61
89.91	27.18	-6.60	3.49	0.69
86.49	26.68	-5.59	1.80	0.63
85.36	24.08	-6.57	2.92	-0.18
84.33	19.13	-8.83	4.00	-0.78
80.82	20.12	-11.02	2.81	-0.51
72.27	19.46	-12.51	1.45	0.79
62.09	23.34	-13.11	2.57	1.05
54.58	23.91	-11.03	5.31	0.67
49.49	21.74	-8.14	6.12	-0.22
45.38	12.45	-6.24	3.16	0.60
44.38	11.91	-5.49	1.64	0.80
44.46	15.20	-8.10	1.42	0.23
41.51	14.52	-10.83	1.80	0.39
34.97	15.81	-12.02	5.37	0.08
28.02	14.39	-10.62	3.36	0.71
23.39	5.95	-6.93	1.62	0.66
17.96	-1.69	-5.37	2.93	0.81
